gross,genres,movie_title,plot_keywords,movie_imdb_link,language,country,title_year,imdb_score,Action,Adventure,Fantasy,Sci-fi,Thriller,Comedy,Romance,Mystery,Horror,Animation
77679638,Crime|Drama,Gangs of New York,butcher|civil war|gangster|new york city|revenge,tt0217505,English,USA,2002,7.5,0,0,0,0,0,0,0,0,0,0
58867694,Animation|Comedy|Family|Sport,Surf's Up,chicken|competition|island|penguin|surfing,tt0423294,English,USA,2007,6.8,0,0,0,0,0,1,0,0,0,1
108638745,Drama|History|War,Black Hawk Down,army|helicopter|somali|somalia|warlord,tt0265086,English,USA,2001,7.7,0,0,0,0,0,0,0,0,0,0
86897182,Comedy,The Campaign,campaigning|congressman|north carolina|title at the end|u.s. congressman,tt1790886,English,USA,2012,6.2,0,0,0,0,0,1,0,0,0,0
63540020,Action|Adventure|Sci-Fi,The Fifth Element,1910s|alien|artificially created woman|love|taxi driver,tt0119116,English,France,1997,7.7,1,1,0,1,0,0,0,0,0,0
50802661,Adventure|Animation|Comedy|Family|Romance,The Road to El Dorado,adventurer|el dorado|gold|high priest|implied sex,tt0138749,English,USA,2000,6.9,0,1,0,0,0,1,1,0,0,1
161317423,Adventure|Animation|Comedy|Family,Ice Age: Continental Drift,acorn|herd|iceberg|ocean|pirate,tt1667889,English,USA,2012,6.6,0,1,0,0,0,1,0,0,0,1
201148159,Drama|Family|Fantasy|Romance,Cinderella,dress|duke|fairy godmother|fairy tale|pumpkin,tt1661199,English,USA,2015,7,0,0,1,0,0,0,1,0,0,0
380838870,Adventure|Animation|Comedy|Family,Finding Nemo,great barrier reef|protective father|separation from family|shark|short term memory loss,tt0266543,English,USA,2003,8.2,0,1,0,0,0,1,0,0,0,1
377019252,Action|Adventure|Drama|Fantasy,The Lord of the Rings: The Return of the King,battle|epic|king|orc|ring,tt0167260,English,USA,2003,8.9,1,1,1,0,0,0,0,0,0,0
340478898,Action|Adventure|Drama|Fantasy,The Lord of the Rings: The Two Towers,epic|evil wizard|middle earth|ring|wizard,tt0167261,English,USA,2002,8.7,1,1,1,0,0,0,0,0,0,0
17176900,Action|Adventure|Fantasy,Seventh Son,apprentice|demon|exorcism|master apprentice relationship|witch,tt1121096,English,USA,2014,5.5,1,1,1,0,0,0,0,0,0,0
131144183,Action|Adventure|Fantasy|Thriller,Lara Croft: Tomb Raider,illuminati|planetary alignment|time|tomb|tomb raider,tt0146316,English,USA,2001,5.7,1,1,1,0,1,0,0,0,0,0
23014504,Drama|Mystery|Romance|Sci-Fi|Thriller,Transcendence,artificial intelligence|consciousness|power outage|scientist|technology,tt2209764,English,UK,2014,6.3,0,0,0,1,1,0,1,1,0,0
181166115,Action|Adventure|Sci-Fi|Thriller,Jurassic Park III,dinosaur|island|jurassic park|paleontologist|search,tt0163025,English,USA,2001,5.9,1,1,0,1,1,0,0,0,0,0
176740650,Action|Drama|Sci-Fi|Thriller,Rise of the Planet of the Apes,alzheimer's disease|ape|chimpanzee|fire|when animals attack,tt1318514,English,USA,2011,7.6,1,0,0,1,1,0,0,0,0,0
71148699,Adventure|Family|Fantasy,The Spiderwick Chronicles,actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature,tt0416236,English,USA,2008,6.6,0,1,1,0,0,0,0,0,0,0
67344392,Action|Thriller,A Good Day to Die Hard,bomb|cia|courthouse|escape|russian,tt1606378,English,USA,2013,5.3,1,0,0,0,1,0,0,0,0,0
22406362,Drama|History|War|Western,The Alamo,army|dictator|general|texan|texas,tt0318974,English,USA,2004,6,0,0,0,0,0,0,0,0,0,0
261437578,Action|Adventure|Animation|Family,The Incredibles,hero|island|lawsuit|secret|superhero,tt0317705,English,USA,2004,8,1,1,0,0,0,0,0,0,0,1
11000000,Action|Adventure|Comedy,Cutthroat Island,latin|pirate|pirate ship|treasure|treasure map,tt0112760,English,USA,1995,5.6,1,1,0,0,0,1,0,0,0,0
88761720,Adventure|Family|Fantasy,Percy Jackson & the Olympians: The Lightning Thief,greek|lightning|lightning bolt|poseidon|teenager,tt0814255,English,UK,2010,5.9,0,1,1,0,0,0,0,0,0,0
250147615,Adventure|Comedy|Family|Mystery|Sci-Fi,Men in Black,alien|box office hit|flying saucer|laser gun|wisecrack humor,tt0119654,English,USA,1997,7.3,0,1,0,1,0,1,0,1,0,0
245823397,Adventure|Animation|Comedy|Family|Fantasy,Toy Story 2,collector|dog|friend|rescue|toy,tt0120363,English,USA,1999,7.9,0,1,1,0,0,1,0,0,0,1
81557479,Action|Thriller,Unstoppable,freight train|race against time|runaway train|train|train engineer,tt0477080,English,USA,2010,6.8,1,0,0,0,1,0,0,0,0,0
226138454,Action|Comedy|Crime|Thriller,Rush Hour 2,boat|gang|hong kong|triad|vacation,tt0266915,English,USA,2001,6.6,1,0,0,0,1,1,0,0,0,0
155370362,Drama|Fantasy|Horror|Mystery|Thriller,What Lies Beneath,ghost|haunted house|research|secret|vermont,tt0161081,English,USA,2000,6.6,0,0,1,0,1,0,0,1,1,0
124870275,Animation|Comedy|Family|Sci-Fi,Cloudy with a Chance of Meatballs,food|giant food|mayor|sardine|weather,tt0844471,English,USA,2009,7,0,0,0,1,0,1,0,0,0,1
196573705,Action|Adventure|Animation|Comedy|Family,Ice Age: Dawn of the Dinosaurs,egg|lost world|rescue|squirrel|weasel,tt1080016,English,USA,2009,7,1,1,0,0,0,1,0,0,0,1
58229120,Adventure|Comedy|Drama|Fantasy|Romance,The Secret Life of Walter Mitty,daydream|life magazine|magazine|photographer|snow leopard,tt0359950,English,USA,2013,7.3,0,1,1,0,0,1,1,0,0,0
125305545,Action|Adventure|Comedy|Crime|Thriller,Charlie's Angels,booty shake|box office hit|duct tape over mouth|first part|martial arts,tt0160127,English,USA,2000,5.5,1,1,0,0,1,1,0,0,0,0
132373442,Crime|Drama|Thriller,The Departed,boston|mole|police|undercover|undercover cop,tt0407887,English,USA,2006,8.5,0,0,0,0,1,0,0,0,0,0
120618403,Adventure|Animation|Family|Fantasy|Musical|War,Mulan,based on poem|based on true story|china|one word title|the huns,tt0120762,English,USA,1998,7.5,0,1,1,0,0,0,0,0,0,1
110416702,Action|Comedy,Tropic Thunder,film director|parody|spoof|vietnam|written and directed by cast member,tt0942385,English,USA,2008,7,1,0,0,0,0,1,0,0,0,0
102515793,Crime|Drama|Mystery|Thriller,The Girl with the Dragon Tattoo,computer hacker|hacker|investigation|journalist|punk,tt1568346,English,USA,2011,7.8,0,0,0,0,1,0,0,1,0,0
100012500,Action|Adventure|Thriller,Die Hard with a Vengeance,bomb|detective|new york city|police|terrorist,tt0112864,English,USA,1995,7.6,1,1,0,0,1,0,0,0,0,0
209019489,Action|Adventure|Crime|Mystery|Thriller,Sherlock Holmes,black magic|bridge construction|professor moriarty|scotland yard inspector|sherlock holmes,tt0988045,English,USA,2009,7.6,1,1,0,0,1,0,0,1,0,0
,Adventure|Drama|History,Ben-Hur,,tt2638144,English,USA,2016,6.1,0,1,0,0,0,0,0,0,0,0
84037039,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,Atlantis: The Lost Empire,atlantis|crew|expedition|journal|museum,tt0230011,English,USA,2001,6.8,1,1,1,1,0,0,0,0,0,1
85884815,Adventure|Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks: The Road Chip,chipmunk|highway travel|on the road|plane|road movie,tt2974918,English,USA,2015,5,0,1,1,0,0,1,0,0,0,1
83077470,Drama|History|Thriller|War,Valkyrie,american actor playing foreigner|assassination|conspiracy|military|nazis,tt0985699,English,USA,2008,7.1,0,0,0,0,1,0,0,0,0,0
100018837,Action|Comedy,You Don't Mess with the Zohan,hair stylist|jew|landlord|muslim|palestinian,tt0960144,English,USA,2008,5.5,1,0,0,0,0,1,0,0,0,0
78747585,Action|Animation|Comedy|Sci-Fi,Pixels,alien|arcade game|chase|driving in reverse|video gamer,tt2120120,English,USA,2015,5.6,1,0,0,1,0,1,0,0,0,1
78616689,Adventure|Drama|Sci-Fi,A.I. Artificial Intelligence,affection|boy|fairy|future|robot,tt0212720,English,USA,2001,7.1,0,1,0,1,0,0,0,0,0,0
100853835,Drama|Mystery|Sci-Fi|Thriller,Contact,message from outer space|religion|religion versus science|scientist|universe,tt0118884,English,USA,1997,7.4,0,0,0,1,1,0,0,1,0,0
73209340,Action|Horror|Sci-Fi|Thriller,Hollow Man,experiment|research|scientist|suburb|surrealism,tt0164052,English,USA,2000,5.7,1,0,0,1,1,0,0,0,1,0
72515360,Crime|Mystery|Thriller,The Interpreter,african|assassination|dialect|interpreter|threat,tt0373926,Aboriginal,UK,2005,6.4,0,0,0,0,1,0,0,1,0,0
68558662,Adventure|Family|Fantasy,Percy Jackson: Sea of Monsters,golden fleece|half brother|magical tree|sea|tree,tt1854564,English,USA,2013,5.9,0,1,1,0,0,0,0,0,0,0
65653758,Action|Adventure|Fantasy,Lara Croft Tomb Raider: The Cradle of Life,duology|female hero|female lead|orb|pandora's box,tt0325703,English,USA,2003,5.5,1,1,1,0,0,0,0,0,0,0
64685359,Action|Adventure|Comedy|Crime|Mystery|Thriller,Now You See Me 2,card trick|london england|magician|rain machine|rooftop,tt3110958,English,USA,2016,6.9,1,1,0,0,1,1,0,1,0,0
61355436,Action|Adventure|Romance|Sci-Fi|Thriller,The Saint,cold fusion|disguise|energy|fusion|the saint,tt0120053,English,USA,1997,6.2,1,1,0,1,1,0,1,0,0,0
26871,Action|Crime|Thriller,Spy Game,china|cia|cold war|friendship|retirement,tt0266987,English,Germany,2001,7,1,0,0,0,1,0,0,0,0,0
60874615,Adventure|Sci-Fi|Thriller,Mission to Mars,astronaut|mars|mars the planet|outer space|zero gravity,tt0183523,English,USA,2000,5.6,0,1,0,1,1,0,0,0,0,0
143618384,Adventure|Animation|Comedy|Family|Musical,Rio,bird|brazilian|cockatoo|macaw|minnesota,tt1436562,English,USA,2011,7,0,1,0,0,0,1,0,0,0,1
58220776,Comedy|Drama|Sci-Fi,Bicentennial Man,23rd century|android|artificial intelligence|dual role|robot,tt0182789,English,USA,1999,6.8,0,0,0,1,0,1,0,0,0,0
47474112,Action|Drama|Sci-Fi|Thriller,Volcano,earthquake|fire|lava|rescue|volcano,tt0120461,English,USA,1997,5.4,1,0,0,1,1,0,0,0,0,0
42877165,Action|Crime|Drama|Thriller,The Devil's Own,friendship|murder|northern ireland|police officer|terrorist,tt0118972,English,USA,1997,6.1,1,0,0,0,1,0,0,0,0,0
35168677,Drama|History|Thriller|War,K-19: The Widowmaker,courage|radiation sickness|radioactive contamination|sea|test launch,tt0267626,English,UK,2002,6.7,0,0,0,0,1,0,0,0,0,0
56114221,Action|Adventure|Sci-Fi,Fantastic Four,box office flop|critically bashed|portal|teleportation|troubled production,tt1502712,English,USA,2015,4.3,1,1,0,1,0,0,0,0,0,0
37567440,Adventure|Fantasy,Conan the Barbarian,actual animal killed|cult|evil sorcerer|gladiator|warlord,tt0082198,English,USA,1982,6.9,0,1,1,0,0,0,0,0,0,0
61644321,Biography|Drama|Sport,Cinderella Man,boxer|boxing|dream|great depression|love,tt0352248,English,USA,2005,8,0,0,0,0,0,0,0,0,0,0
120147445,Drama|History|Sport,Seabiscuit,horse|horse racing|jockey|limp|seabiscuit,tt0329575,English,USA,2003,7.3,0,0,0,0,0,0,0,0,0,0
241688385,Action|Adventure|Drama|Thriller,Twister,device|disaster|divorce|storm|tornado,tt0117998,English,USA,1996,6.3,1,1,0,0,1,0,0,0,0,0
144512310,Action|Crime|Thriller,The Fast and the Furious,eighteen wheeler|illegal street racing|truck|trucker|undercover cop,tt0232500,English,USA,2001,6.7,1,0,0,0,1,0,0,0,0,0
233630478,Adventure|Drama|Romance,Cast Away,christmas|island|love|survival|talking to inanimate object,tt0162222,English,USA,2000,7.7,0,1,0,0,0,0,1,0,0,0
197992827,Animation|Comedy|Family|Music|Romance,Happy Feet,dance|emperor penguin|friend|penguin|song,tt0366548,English,USA,2006,6.5,0,0,0,0,0,1,1,0,0,1
176049130,Action|Mystery|Thriller,The Bourne Supremacy,assassin|car chase|cia|hidden truth|one against many,tt0372183,English,USA,2004,7.8,1,0,0,0,1,0,0,1,0,0
172620724,Action|Adventure|Drama|Thriller,Air Force One,ex soldier|hijacker|hostage|president|terrorist,tt0118571,English,USA,1997,6.4,1,1,0,0,1,0,0,0,0,0
183405771,Crime|Thriller,Ocean's Eleven,card dealer|casino|criminal mastermind|recruiting|ulcer,tt0240772,English,USA,2001,7.8,0,0,0,0,1,0,0,0,0,0
20315324,Action|Adventure|Romance,The Three Musketeers,box office flop|cardinal richelieu|critically bashed|duel|musketeer,tt1509767,English,Germany,2011,5.8,1,1,0,0,0,0,1,0,0,0
148313048,Animation|Comedy|Family|Fantasy,Hotel Transylvania,dracula|hotel|invisible man|monster|transylvania,tt0837562,English,USA,2012,7.1,0,0,1,0,0,1,0,0,0,1
127706877,Animation|Comedy|Family|Fantasy|Musical|Romance,Enchanted,fairy tale|lawyer|love|new york|prince,tt0461770,English,USA,2007,7.1,0,0,1,0,0,1,1,0,0,1
,Crime|Drama|Horror|Mystery|Thriller,Hannibal            ,blood|cannibalism|fbi|manipulation|psychiatrist,tt2243973,English,USA,,8.6,0,0,0,0,1,0,0,1,1,0
126149655,Action|Crime|Mystery|Thriller,Safe House,cia|cia agent|consulate|on the run|safe house,tt1599348,English,USA,2012,6.8,1,0,0,0,1,0,0,1,0,0
66941559,Adventure|Comedy|Family,102 Dalmatians,dog|parole|parole officer|prison|puppy,tt0211181,English,USA,2000,4.8,0,1,0,0,0,1,0,0,0,0
78009155,Action|Comedy|Crime,Tower Heist,apartment|fbi|fraud|heist|manager,tt0471042,English,USA,2011,6.2,1,0,0,0,0,1,0,0,0,0
63224849,Comedy|Romance,The Holiday,book|composer|house|love|self esteem,tt0457939,English,USA,2006,6.9,0,0,0,0,0,1,1,0,0,0
111544445,Action|Crime|Drama|Mystery|Thriller,Enemy of the State,congressman|lawyer|nsa|on the run|surveillance,tt0120660,English,USA,1998,7.3,1,0,0,0,1,0,0,1,0,0
112703470,Comedy|Drama|Romance,It's Complicated,affair|divorce|graduation|vomiting|watching television,tt1230414,English,USA,2009,6.6,0,0,0,0,0,1,1,0,0,0
117144465,Crime|Thriller,Ocean's Thirteen,casino|heist|manmade earthquake|revenge|tunnel boring machine,tt0496806,English,USA,2007,6.9,0,0,0,0,1,0,0,0,0,0
84303558,Adventure|Animation|Comedy|Family,Open Season,bear|deer|forest|grizzly bear|hunter,tt0400717,English,USA,2006,6.2,0,1,0,0,0,1,0,0,0,1
150832203,Adventure|Mystery|Sci-Fi,Divergent,army|brother sister relationship|dystopia|father son relationship|narrated by character,tt1840309,English,USA,2014,6.7,0,1,0,1,0,0,0,1,0,0
51396781,Drama|History|War,Enemy at the Gates,battle|german|russian|sniper|stalingrad,tt0215750,English,USA,2001,7.6,0,0,0,0,0,0,0,0,0,0
47592825,Action|Adventure|Comedy|Thriller,The Rundown,amazon|bounty hunter|fight|hunter|jungle,tt0327850,English,USA,2003,6.7,1,1,0,0,1,1,0,0,0,0
50016394,Action|Adventure|Comedy|Fantasy,Last Action Hero,action hero|hero|magic|ticket|video store,tt0107362,English,USA,1993,6.2,1,1,1,0,0,1,0,0,0,0
57010853,Drama|Romance,Memoirs of a Geisha,coming of age|geisha|japan|jealousy|love,tt0397535,English,USA,2005,7.3,0,0,0,0,0,0,1,0,0,0
62494975,Action|Crime|Thriller,The Fast and the Furious: Tokyo Drift,car|challenge|drift racing|drifting|tokyo japan,tt0463985,English,USA,2006,6,1,0,0,0,1,0,0,0,0,0
46440491,Adventure|Animation|Comedy|Family|Fantasy,Arthur Christmas,christmas|christmas eve|elf|high tech|resentment,tt1430607,English,UK,2011,7.1,0,1,1,0,0,1,0,0,0,1
44606335,Drama|Fantasy|Romance,Meet Joe Black,birthday|death|death personified|fear of death|wealth,tt0119643,English,USA,1998,7.1,0,0,1,0,0,0,1,0,0,0
40048332,Action|Drama|Thriller,Collateral Damage,bare chested boy|car explosion|colombia|explosion|terrorism,tt0233469,English,USA,2002,5.5,1,0,0,0,1,0,0,0,0,0
,Comedy|Drama|Music|Musical,All That Jazz,dancer|editing|stand up comedian|surgery|vomiting,tt0078754,English,USA,1979,7.8,0,0,0,0,0,1,0,0,0,0
64933670,Adventure|Comedy|Drama|Family|Fantasy,Mirror Mirror,kingdom|prince|princess|queen|snow,tt1667353,English,USA,2012,5.6,0,1,1,0,0,1,0,0,0,0
31494270,Action|Comedy|Fantasy|Romance,Scott Pilgrim vs. the World,band|dating|high school|hipster|rock band,tt0446029,English,USA,2010,7.5,1,0,1,0,0,1,1,0,0,0
31111260,Action|Adventure|Sci-Fi|Thriller,The Core,core|earth|natural disaster|pacemaker|scientist,tt0298814,English,USA,2003,5.4,1,1,0,1,1,0,0,0,0,0
123307945,Comedy|Romance|Sci-Fi,Nutty Professor II: The Klumps,alter ego|marriage|professor|scientist|serum,tt0144528,English,USA,2000,4.3,0,0,0,1,0,1,1,0,0,0
153288182,Adventure|Comedy|Mystery,Scooby-Doo,amusement park|island|motorcycle|scooby doo|tough girl,tt0267913,English,USA,2002,4.9,0,1,0,0,0,1,0,1,0,0
13401683,Action|Sci-Fi,Dredd,brutality|dark humor|female antagonist|female warrior|post apocalypse,tt1343727,English,UK,2012,7.1,1,0,0,1,0,0,0,0,0,0
137340146,Comedy|Drama|Fantasy|Romance,Click,architect|frozen time|obese man|remote control|stopped time,tt0389860,English,USA,2006,6.4,0,0,1,0,0,1,1,0,0,0
,Comedy|Fantasy|Horror,Creepshow,anthology|child abuse|critically acclaimed|death|grindhouse,tt0083767,English,USA,1982,6.9,0,0,1,0,0,1,0,0,1,0
80170146,Action|Adventure|Sci-Fi|Thriller,Jumper,bank|based on novel|ice|teleportation|vault,tt0489099,English,USA,2008,6.1,1,1,0,1,1,0,0,0,0,0
75754670,Action|Adventure|Fantasy|Horror|Sci-Fi,Hellboy II: The Golden Army,creature|elf|prince|rebellion|superhero,tt0411477,English,USA,2008,7,1,1,1,1,0,0,0,0,1,0
33048353,Crime|Drama|History|Mystery|Thriller,Zodiac,cartoonist|reporter|serial killer|zodiac|zodiac killer,tt0443706,English,USA,2007,7.7,0,0,0,0,1,0,0,1,0,0
34543701,Action|Mystery|Sci-Fi|Thriller,The 6th Day,clone|cloning|future|laser gun|murder,tt0216216,English,USA,2000,5.9,1,0,0,1,1,0,0,1,0,0
242589580,Comedy|Drama,Bruce Almighty,answer to prayer|breast expansion|pleading with god|supernatural power|walking on water,tt0315327,English,USA,2003,6.7,0,0,0,0,0,1,0,0,0,0
102981571,Action|Adventure|Thriller,The Expendables,action hero|assassination attempt|explosion|machine gun|rescue mission,tt1320253,English,USA,2010,6.5,1,1,0,0,1,0,0,0,0,0
180965237,Action|Adventure|Thriller,Mission: Impossible,disguise|mission|spy|stealing|traitor,tt0117060,English,USA,1996,7.1,1,1,0,0,1,0,0,0,0,0
407999255,Adventure|Drama|Sci-Fi|Thriller,The Hunger Games,fight to the death|game|massacre|self survival|suicide attempt,tt1392170,English,USA,2012,7.3,0,1,0,1,1,0,0,0,0,0
254455986,Comedy,The Hangover Part II,hotel|male frontal nudity|pubic hair|thailand|wedding,tt1411697,English,USA,2011,6.5,0,0,0,0,0,1,0,0,0,0
162831698,Action,Batman Returns,box office hit|dc comics|gotham|mayor|penguin,tt0103776,English,USA,1992,7,1,0,0,0,0,0,0,0,0,0
155019340,Adventure|Animation|Comedy|Family,Over the Hedge,bear|food|forest|raccoon|turtle,tt0327084,English,USA,2006,6.8,0,1,0,0,0,1,0,0,0,1
145771527,Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,Lilo & Stitch,alien|escape|fugitive|hawaii|social worker,tt0275847,English,USA,2002,7.2,0,1,1,1,0,1,0,0,0,1
82506325,Comedy|Family|Fantasy,Charlotte's Web,barn|pig|piglet|spider|uncle,tt0413895,English,USA,2006,6.4,0,0,1,0,0,1,0,0,0,0
140459099,Action|Drama|Romance|Sci-Fi|Thriller,Deep Impact,astronomer|comet|mission|president|secretary,tt0120647,English,USA,1998,6.1,1,0,0,1,1,0,1,0,0,0
53215979,Action|Comedy|Crime|Thriller,RED 2,cia|cia agent|rescue|russian|team,tt1821694,English,USA,2013,6.7,1,0,0,0,1,1,0,0,0,0
158115031,Comedy|Crime|Sport,The Longest Yard,coach|convict|football|prison|warden,tt0398165,English,USA,2005,6.4,0,0,0,0,0,1,0,0,0,0
133103929,Adventure|Animation|Comedy|Family|Fantasy|Music,Alvin and the Chipmunks: Chipwrecked,chipmunk|cruise ship|football ball|overboard|tennis ball,tt1615918,English,USA,2011,4.4,0,1,1,0,0,1,0,0,0,1
133668525,Comedy,Grown Ups 2,belching|number in title|party|reference to nicki minaj|sneezing,tt2191701,English,USA,2013,5.4,0,0,0,0,0,1,0,0,0,0
130313314,Action|Adventure|Comedy,Get Smart,airplane|misunderstanding|obese woman|overweight woman|spy,tt0425061,English,USA,2008,6.5,1,1,0,0,0,1,0,0,0,0
124590960,Comedy|Drama|Romance,Something's Gotta Give,beach|dating|doctor|heart attack|weekend,tt0337741,English,USA,2003,6.7,0,0,0,0,0,1,1,0,0,0
127968405,Mystery|Thriller,Shutter Island,female prisoner|plot twist|self delusion|surprise ending|year 1954,tt1130884,English,USA,2010,8.1,0,0,0,0,1,0,0,1,0,0
120136047,Comedy|Drama|Romance,Four Christmases,airport|christmas|news broadcast|tv broadcast|tv news,tt0369436,English,Germany,2008,5.6,0,0,0,0,0,1,1,0,0,0
128200012,Adventure|Animation|Comedy|Family|Sci-Fi,Robots,actor voicing multiple characters|box office hit|coffee|plate|robot,tt0358082,English,USA,2005,6.3,0,1,0,1,0,1,0,0,0,1
112225777,Action|Crime|Sci-Fi|Thriller,Face/Off,death of child|face|face transplant|prison|terrorist,tt0119094,English,USA,1997,7.3,1,0,0,1,1,0,0,0,0,0
109993847,Comedy|Family|Fantasy|Romance,Bedtime Stories,2000s|bedtime story|elephant|handyman|tween girl,tt0960731,English,USA,2008,6.1,0,0,1,0,0,1,1,0,0,0
104054514,Crime|Drama|Thriller,Road to Perdition,1930s|blood|gun|on the run|revenge,tt0257044,English,USA,2002,7.7,0,0,0,0,1,0,0,0,0,0
103028109,Comedy|Romance,Just Go with It,chick flick|hawaii|love|plastic surgeon|woman wearing a string bikini,tt1564367,English,USA,2011,6.4,0,0,0,0,0,1,1,0,0,0
,Action|Adventure|Crime|Drama|Sci-Fi|Thriller,Daredevil            ,corruption|lawyer|partnership|superhero|vigilante,tt3322312,English,USA,,8.8,1,1,0,1,1,0,0,0,0,0
101087161,Action|Crime|Thriller,Con Air,army rangers|convict|criminal|escape|prison,tt0118880,English,USA,1997,6.8,1,0,0,0,1,0,0,0,0,0
101111837,Action|Mystery|Thriller,Eagle Eye,audio surveillance|death|pentagon|technology|twin brother,tt1059786,English,USA,2008,6.6,1,0,0,0,1,0,0,1,0,0
95632614,Adventure|Drama|History|Romance|War,Cold Mountain,civil war|mountain|soldier|well|wounded soldier,tt0159365,English,USA,2003,7.2,0,1,0,0,0,0,1,0,0,0
94822707,Action|Adventure|Drama|Thriller,The Book of Eli,blind|book|long take|post apocalypse|water,tt1037705,English,USA,2010,6.9,1,1,0,0,1,0,0,0,0,0
92969824,Comedy|Family|Sci-Fi,Flubber,college|flubber|flying rubber|professor|wedding,tt0119137,English,USA,1997,5.2,0,0,0,1,0,1,0,0,0,0
90443603,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,Space Jam,alien|basketball|basketball game|cult film|monstars,tt0117705,English,USA,1996,6.3,0,1,1,1,0,1,0,0,0,1
82226474,Adventure|Comedy|Crime|Family|Mystery,The Pink Panther,diamond|france|investigation|pink panther|soccer,tt0383216,English,USA,2006,5.6,0,1,0,0,0,1,0,1,0,0
79363785,Drama|Sci-Fi|Thriller,The Day the Earth Stood Still,alien|earth|giant robot|military|scientist,tt0970416,English,USA,2008,5.5,0,0,0,1,1,0,0,0,0,0
76081498,Action|Crime|Mystery|Romance|Thriller,Conspiracy Theory,conspiracy|fbi|mk ultra|newsletter|taxi,tt0118883,English,USA,1997,6.7,1,0,0,0,1,0,1,1,0,0
85707116,Action|Drama|War,Fury,battle|battlefield|brutality|combat|tank,tt2713180,English,USA,2014,7.6,1,0,0,0,0,0,0,0,0,0
74329966,Action|Adventure|Comedy|Romance,Six Days Seven Nights,airplane|island|pilot|storm|thunderstorm,tt0120828,English,USA,1998,5.7,1,1,0,0,0,1,1,0,0,0
100169068,Adventure|Animation|Comedy|Family,Yogi Bear,bear|mayor|park|sabotage|yogi bear,tt1302067,English,USA,2010,4.6,0,1,0,0,0,1,0,0,0,1
73215310,Adventure|Animation|Family|Western,Spirit: Stallion of the Cimarron,cavalry|escape|herd|stallion|wild stallion,tt0166813,English,USA,2002,7,0,1,0,0,0,0,0,0,0,1
80360866,Comedy|Family|Romance,Zookeeper,champagne bottle|coca cola|jewelry box|red bull|zoo,tt1222817,English,USA,2011,5.2,0,0,0,0,0,1,1,0,0,0
69102910,Action|Adventure|Family|Sci-Fi|Thriller,Lost in Space,based on tv series|remake|robot|scientist|spaceship,tt0120738,English,USA,1998,5.1,1,1,0,1,1,0,0,0,0,0
65948711,Drama|Mystery|Sci-Fi|Thriller,The Manchurian Candidate,brainwashed assassin|conspiracy|critically acclaimed|mother son relationship|soldier,tt0368008,English,USA,2004,6.6,0,0,0,1,1,0,0,1,0,0
821997,Drama|Romance,Déjà Vu,american|love|pin|ruby|stranger,tt0119033,English,USA,1997,7,0,0,0,0,0,0,1,0,0,0
169692572,Animation|Comedy|Family|Fantasy,Hotel Transylvania 2,california|dracula|hotel|transylvania|vampire,tt2510894,English,USA,2015,6.7,0,0,1,0,0,1,0,0,0,1
,Comedy|Family|Fantasy,Bewitched            ,connecticut|magic|marriage|witch|witchcraft,tt0057733,English,USA,,7.6,0,0,1,0,0,1,0,0,0,0
60507228,Animation|Family|Fantasy|Music,Fantasia 2000,abstract|ark|disney|fairy tale|piano,tt0120910,English,USA,1999,7.3,0,0,1,0,0,0,0,0,0,1
56684819,Action|Adventure|Sci-Fi,The Time Machine,hunter|scientist|time machine|time travel|time travel romance,tt0268695,English,USA,2002,5.9,1,1,0,1,0,0,0,0,0,0
50628009,Action|Adventure|Family|Fantasy|Thriller,Mighty Joe Young,animal|california|gorilla|hunter|poacher,tt0120751,English,USA,1998,5.6,1,1,1,0,1,0,0,0,0,0
69772969,Action|Crime|Thriller,Swordfish,computer|secret agent|terrorism|told in flashback|wearing a sound wire,tt0244244,English,USA,2001,6.5,1,0,0,0,1,0,0,0,0,0
45356386,Action|Adventure|Western,The Legend of Zorro,california|fight|hero|mask|zorro,tt0386140,Spanish,USA,2005,5.9,1,1,0,0,0,0,0,0,0,0
55350897,Drama|Fantasy|Romance,What Dreams May Come,heaven|hell|soul|soul mate|suicide,tt0120889,English,USA,1998,7,0,0,1,0,0,0,1,0,0,0
39442871,Comedy|Fantasy,Little Nicky,angel|devil|flask|hell|the devil,tt0185431,English,USA,2000,5.3,0,0,1,0,0,1,0,0,0,0
37899638,Action|Adventure|Comedy|Fantasy|Thriller,The Brothers Grimm,creature|curse|exorcism|girl|village,tt0355295,English,USA,2005,5.9,1,1,1,0,1,1,0,0,0,0
37754208,Action|Comedy|Sci-Fi,Mars Attacks!,alien|general|martian|president|weapon,tt0116996,English,USA,1996,6.3,1,0,0,1,0,1,0,0,0,0
,Drama|Horror|Mystery|Sci-Fi,Evolution,boy|giving birth|nurse|sea|ultrasonography,tt4291590,French,France,2015,6.4,0,0,0,1,0,0,0,1,1,0
27779888,Action|Adventure|Drama|Thriller,The Edge,bear|billionaire|crash|survival tactics|wilderness,tt0119051,English,USA,1997,6.9,1,1,0,0,1,0,0,0,0,0
